Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
OMEGA-500mb global MERRA2,mbar/day,-0.015,0.056,-0.071,25.092,28.953,17.622,0.797
OMEGA-850mb global MERRA2,mbar/day,-0.313,0.179,-0.492,29.079,41.118,27.332,0.715
T-850mb global MERRA2,K,279.858,279.991,-0.133,11.667,11.672,1.003,0.996
T-200mb global MERRA2,K,220.146,219.087,1.059,3.102,3.004,3.349,0.459
TAUXY ocean MERRA2,N/m^2,0.072,0.081,-0.009,0.051,0.053,0.024,0.91
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,46.997,52.557,-5.56,22.861,18.479,11.706,0.885
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,22.659,33.227,-10.568,10.186,10.578,14.303,0.555
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,24.338,19.33,5.008,15.835,11.615,12.281,0.715
CLDTOT_TAU1.3_MISR global MISRCOSP,%,47.07,54.124,-7.054,22.979,20.017,9.64,0.896
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,22.694,31.177,-8.483,10.264,7.557,9.658,0.726
CLDTOT_TAU9.4_MISR global MISRCOSP,%,24.376,22.947,1.429,15.963,14.503,9.976,0.837
CLDLOW_TAU1.3_MISR global MISRCOSP,%,28.932,31.691,-2.76,22.059,16.416,10.219,0.905
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,15.246,20.284,-5.039,11.834,8.318,7.243,0.84
CLDLOW_TAU9.4_MISR global MISRCOSP,%,13.686,11.407,2.279,12.031,9.464,8.471,0.829
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,45.877,49.136,-3.259,22.615,21.09,11.245,0.878
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,21.822,25.207,-3.385,9.808,8.754,8.594,0.637
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,24.055,23.929,0.126,15.986,15.24,10.145,0.789
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,13.768,21.107,-7.34,11.519,13.869,9.735,0.881
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,6.057,10.536,-4.478,5.22,7.561,6.05,0.851
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,7.71,10.572,-2.861,6.939,7.595,5.002,0.838
CLDTOT_CAL global CALIPSOCOSP,%,64.874,67.777,-2.903,19.367,16.171,10.224,0.856
CLDLOW_CAL global CALIPSOCOSP,%,33.08,38.152,-5.072,23.495,17.496,12.65,0.884
CLDMED_CAL global CALIPSOCOSP,%,14.23,18.531,-4.301,9.707,11.133,7.858,0.81
CLDHGH_CAL global CALIPSOCOSP,%,36.279,32.715,3.564,18.783,16.543,10.89,0.84
TGCLDLWP_OCN global SSMI,g/m^2,62.525,93.988,-31.463,22.913,28.235,36.387,0.77
AODVIS global MACv2,dimensionless,0.097,0.112,-0.015,0.09,0.087,0.054,0.828
AODVIS global MERRA2_Aerosols,dimensionless,0.097,0.13,-0.033,0.09,0.077,0.054,0.885
AODDUST global MACv2,dimensionless,0.016,999.999,999.999,0.039,999.999,999.999,999.999
TREFHT global ERA5,DegC,12.461,12.492,-0.031,15.934,15.926,1.502,0.996
TREFHT land ERA5,DegC,2.958,3.267,-0.308,20.032,20.447,2.807,0.991
TREFHT global MERRA2,DegC,12.461,12.583,-0.121,15.934,16.082,1.58,0.995
TREFHT land MERRA2,DegC,2.958,2.68,0.278,20.032,20.656,2.767,0.991
TREFMNAV global MERRA2,DegC,10.792,10.707,0.085,16.679,16.815,1.746,0.995
TREFMXAV global MERRA2,DegC,14.269,14.654,-0.385,15.436,15.697,1.82,0.994
TREF_range global MERRA2,K,3.477,3.948,-0.471,3.825,4.557,1.564,0.952
PminusE global GPCP_OAFLux,mm/day,-0.003,-0.183,0.181,2.575,2.551,1.032,0.932
PminusE global COREv2_Flux,mm/day,-0.003,-0.347,0.344,2.626,2.514,1.183,0.905
TCO global OMI-MLS,DU,27.717,29.386,-1.669,5.429,4.685,5.306,0.512
_ABURDENDUST global ,1e-6 kg/m2,33.363,999.999,999.999,89.846,999.999,999.999,999.999
_ABURDENBC global ,1e-6 kg/m2,0.201,999.999,999.999,0.465,999.999,999.999,999.999
_ABURDENSOA global ,1e-6 kg/m2,4.004,999.999,999.999,7.818,999.999,999.999,999.999
_ABURDENPOM global ,1e-6 kg/m2,1.004,999.999,999.999,2.419,999.999,999.999,999.999
_ABURDENSEASALT global ,1e-6 kg/m2,9.887,999.999,999.999,7.331,999.999,999.999,999.999
_ABURDENSO4 global ,1e-6 kg/m2,5.122,999.999,999.999,1.509,999.999,999.999,999.999
_ABURDENSO4_STR global ,1e-6 kg/m2,2.355,999.999,999.999,1.213,999.999,999.999,999.999
_ABURDENSO4_TRO global ,1e-6 kg/m2,2.767,999.999,999.999,1.264,999.999,999.999,999.999
_Mass_bc_srf global ,1e-12 kg/kg,126.559,999.999,999.999,448.065,999.999,999.999,999.999
_Mass_ncl_srf global ,1e-12 kg/kg,7361.521,999.999,999.999,6134.435,999.999,999.999,999.999
_Mass_so4_srf global ,1e-12 kg/kg,687.382,999.999,999.999,580.663,999.999,999.999,999.999
_Mass_dst_srf global ,1e-12 kg/kg,23269.787,999.999,999.999,79568.013,999.999,999.999,999.999
_Mass_pom_srf global ,1e-12 kg/kg,518.279,999.999,999.999,1666.742,999.999,999.999,999.999
_Mass_soa_srf global ,1e-12 kg/kg,816.164,999.999,999.999,2352.759,999.999,999.999,999.999
_Mass_mom_srf global ,1e-12 kg/kg,117.494,999.999,999.999,202.186,999.999,999.999,999.999
_Mass_bc_850 global ,1e-12 kg/kg,61.656,999.999,999.999,170.647,999.999,999.999,999.999
_Mass_ncl_850 global ,1e-12 kg/kg,1998.168,999.999,999.999,1674.356,999.999,999.999,999.999
_Mass_so4_850 global ,1e-12 kg/kg,512.292,999.999,999.999,430.831,999.999,999.999,999.999
_Mass_dst_850 global ,1e-12 kg/kg,11603.165,999.999,999.999,35406.212,999.999,999.999,999.999
_Mass_pom_850 global ,1e-12 kg/kg,312.694,999.999,999.999,886.15,999.999,999.999,999.999
_Mass_soa_850 global ,1e-12 kg/kg,831.035,999.999,999.999,2397.535,999.999,999.999,999.999
_Mass_mom_850 global ,1e-12 kg/kg,38.948,999.999,999.999,50.927,999.999,999.999,999.999
_Mass_bc_330 global ,1e-12 kg/kg,3.585,999.999,999.999,3.332,999.999,999.999,999.999
_Mass_ncl_330 global ,1e-12 kg/kg,84.272,999.999,999.999,63.224,999.999,999.999,999.999
_Mass_so4_330 global ,1e-12 kg/kg,276.187,999.999,999.999,144.485,999.999,999.999,999.999
_Mass_dst_330 global ,1e-12 kg/kg,291.019,999.999,999.999,480.918,999.999,999.999,999.999
_Mass_pom_330 global ,1e-12 kg/kg,18.82,999.999,999.999,13.591,999.999,999.999,999.999
_Mass_soa_330 global ,1e-12 kg/kg,309.331,999.999,999.999,252.039,999.999,999.999,999.999
_Mass_mom_330 global ,1e-12 kg/kg,2.514,999.999,999.999,2.505,999.999,999.999,999.999
